[2024-11-04 12:29:37] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-04 12:29:37] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-04 12:29:37] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-04 12:29:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-04 12:29:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-04 12:29:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-04 12:29:39] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377\
[2024-11-04 12:29:39] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-11-04 12:29:52] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-11-04 12:29:52] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-11-04 12:29:52] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-11-04 12:29:52] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-11-04 12:29:52] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/announcement.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/blur.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/contrast.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/information.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/placeholder.png
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/arrow.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/book.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/clouds.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-11-04 12:29:53] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-04 12:29:54] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-04 12:29:54] [class-ss-archive-creation-job.php:175] We've found our next task: fetch_urls
[2024-11-04 12:29:54] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-04 12:29:54] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-04 12:29:54] [class-ss-fetch-urls-task.php:69] Total pages: 588; Pages remaining: 588
[2024-11-04 12:29:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/
[2024-11-04 12:29:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 588
[2024-11-04 12:29:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:29:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be42af42f-zeUwA9.tmp
[2024-11-04 12:29:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/?simply_static_page=4692
[2024-11-04 12:29:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/?simply_static_page=4692
[2024-11-04 12:29:56] [class-ss-url-fetcher.php:103] Filesize: 131638 bytes
[2024-11-04 12:29:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-11-04 12:29:56] [class-ss-url-fetcher.php:233] New filename for static page: /index.html
[2024-11-04 12:29:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be42af42f-zeUwA9.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/index.html
[2024-11-04 12:29:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:29:57] [class-ss-fetch-urls-task.php:159] Adding 70 URLs to the queue
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:00] [class-ss-page.php:119] Checking Content Identical:69f98e1be0222e6d1496bcc3c047f5066797b855===. Value: FALSE
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-04 12:30:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 588
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be4861482-5YC19A.tmp
[2024-11-04 12:30:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=4693
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=4693
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be4861482-5YC19A.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:00] [class-ss-page.php:119] Checking Content Identical:c2be3106d54785ca1e0cf07759baed3487deaf19===. Value: FALSE
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-04 12:30:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 588
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be4871ede-1twejt.tmp
[2024-11-04 12:30:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=4694
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=4694
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be4871ede-1twejt.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:00] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-04 12:30:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 588
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be48bc473-qIO0wS.tmp
[2024-11-04 12:30:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4695
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4695
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be48bc473-qIO0wS.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:00] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-04 12:30:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 588
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be48dd5dd-LX0eC2.tmp
[2024-11-04 12:30:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=4696
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=4696
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be48dd5dd-LX0eC2.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:00] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-04 12:30:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 588
[2024-11-04 12:30:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be48f3e93-lWMDWA.tmp
[2024-11-04 12:30:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=4697
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=4697
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be48f3e93-lWMDWA.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-04 12:30:01] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-04 12:30:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 588
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cezar\AppData\Local\Temp/6728be491329c-bKEDkF.tmp
[2024-11-04 12:30:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=4698
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=4698
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:103] Filesize: 426 bytes
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-04 12:30:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cezar\AppData\Local\Temp/6728be491329c-bKEDkF.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1730723377/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-04 12:30:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
